,type,id,attributes.accession,attributes.samples-count,attributes.bioproject,attributes.is-private,attributes.secondary-accession,attributes.centre-name,attributes.public-release-date,attributes.study-abstract,attributes.study-name,attributes.data-origination,attributes.last-update,relationships.geocoordinates.links.related,relationships.biomes.links.related,relationships.biomes.data,relationships.publications.links.related,relationships.samples.links.related,relationships.analyses.links.related,relationships.downloads.links.related,links.self
163,studies,MGYS00006346,MGYS00006346,50,PRJNA647170,False,SRP272470,Institute for Cellular and Intracellular Symbiosis,,"To investigate the relationship between lung microbiome and the phenotype of inflammatory stromal infiltrate, we studied 26 pairs of DNA samples from NSCLC (non-small cell lung cancer) and adjacent tissue. The lung microbiomes were analyzed by 16S rRNA amplicon-based sequencing. Phenotype of the tumor stroma for every sample was characterized using immunohistochemistry.",Lung microbiome of non-small cell lung cancer,HARVESTED,2023-09-02T01:12:53,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006346/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006346/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Respiratory system:Pulmonary system:Lung', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system:Pulmonary%20system:Lung'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006346/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006346/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006346/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006346/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006346
164,studies,MGYS00006344,MGYS00006344,120,PRJNA644805,False,SRP270983,University of Michigan,,"The goal of this experiment was to determine the optimal specimen type for amplicon-based sequencing of the lung microbial communities in mice. Healthy adult C57BL/6 mice were sacrificed and either whole lung tissue or bronchoalveolar lavage fluid was collected, along with cecum and tongue tissue samples. Following DNA isolation from tissue samples and controls, bacterial communities were characterized using 16S rRNA gene sequencing.",Whole lung tissue is the preferred sampling method for murine lung microbiota,HARVESTED,2023-09-02T01:00:14,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006344/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006344/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006344/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006344/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006344/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006344/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006344
165,studies,MGYS00006340,MGYS00006340,492,PRJNA609892,False,SRP251430,Nanyang Technological University,,Evaluation of airway mycobiome in COPD using targeted ITS sequencing,A high-risk airway mycobiome discerns COPD exacerbators with poor survival,HARVESTED,2023-09-02T00:37:16,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006340/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006340/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006340/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006340/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006340/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006340/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006340
166,studies,MGYS00006343,MGYS00006343,21,PRJNA644204,False,SRP270071,FCFRP,,16S and ITS processed sequences.,Study of fungal clinical isolates from different anatomical sites and metagenomic of the lung microbiome of patients with cystic fibrosis,HARVESTED,2023-09-02T00:30:41,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006343/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006343/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Respiratory system:Pulmonary system:Sputum', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system:Pulmonary%20system:Sputum'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006343/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006343/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006343/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006343/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006343
167,studies,MGYS00006341,MGYS00006341,273,PRJNA611472,False,SRP252182,Ecole Polytechnique Federale de Lausanne,,"In this work we describe the results obtained from a multicenter study of the microbiota of sputum samples from patients with tuberculosis or unrelated lung diseases and healthy donors recruited in Switzerland, Italy and Bangladesh, with the ultimate goal of discovering a microbiota-based biomarker associated with tuberculosis. Bacterial 16S rDNA amplification, high-throughput sequencing and extensive bioinformatic analyses revealed patient-specific lung flora and high variability in taxon abundance. No common signature could be identified among the individuals enrolled and microbiota composition was found to be confounded by various factors, including the geographical setting. Moreover, anti-tuberculosis therapy did not cause any important variation in microbiota diversity, thus precluding its exploitation as a biomarker for the follow up of tuberculosis patients undergoing treatment.",16S amplicon sequencing of sputa from tuberculosis patients,HARVESTED,2023-09-02T00:25:18,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006341/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006341/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Respiratory system:Pulmonary system:Sputum', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system:Pulmonary%20system:Sputum'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006341/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006341/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006341/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006341/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006341
168,studies,MGYS00006294,MGYS00006294,158,PRJNA615630,False,SRP254143,University of Michigan,,The goal of this project was to determine the relationship between lung microbiota and clinical outcomes among asymptomatic lung transplant recipients with preserved lung function. Bacterial communities in acellular bronchoalveolar lavage fluid collected during routine one-year post-transplant surveillance bronchoscopy was characterized using 16S rRNA gene amplicon sequencing using the Illumina MiSeq platform.,Lung microbiota in healthy lung transplant recipients,HARVESTED,2023-09-01T23:43:25,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006294/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006294/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Respiratory system:Pulmonary system:Lung', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system:Pulmonary%20system:Lung'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006294/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006294/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006294/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006294/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006294
169,studies,MGYS00006339,MGYS00006339,238,PRJNA602744,False,SRP244353,University of Pittsburgh Medical Center,,To characterize the regional IPF lung tissue microbiome in the Microbiome In Lung Explants Study,Microbiome in Lung Explant: an IPF Study,HARVESTED,2023-09-01T23:29:51,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006339/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006339/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Respiratory system:Pulmonary system:Lung', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system:Pulmonary%20system:Lung'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006339/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006339/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006339/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006339/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006339
170,studies,MGYS00006337,MGYS00006337,477,PRJNA595346,False,SRP237307,University of Pittsburgh Medical Center,,Microbiome in critical illness cohort study,Acute Lung Injury Registry Microbiome,HARVESTED,2023-09-01T23:15:06,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006337/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006337/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006337/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006337/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006337/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006337/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006337
171,studies,MGYS00006338,MGYS00006338,256,PRJNA599290,False,SRP239694,AMC,,"Rationale: Targeted cystic fibrosis therapy with ivacaftor/lumacaftor partly restores chloride channel function in the airways and increases of the epithelial fluid transport in the airways. Consequently, changes in the microbiome that is adapted to cystic fibrosis lungs can occur.Objectives: To investigate the effects of ivacaftor/lumacaftor on respiratory microbial composition and microbial metabolic activity in an observational cohort study, in which we repeatedly sampled the lower respiratory tract.Methods: This was a single-center longitudinal observational cohort study in adult cystic fibrosis patients with a homozygous Phe508del mutation. Lung function measurements and microbial cultures of sputum were performed as part of routine care. An oral and nasal wash, and an exhaled breath sample were collected before and every three months after starting therapy, up to one year.",Start of ivacaftor/lumacaftor in adult cystic fibrosis patients with homozygous Phe508del results in temporal changes in lung microbiome and metabolome.,HARVESTED,2023-09-01T22:26:47,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006338/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006338/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006338/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006338/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006338/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006338/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006338
172,studies,MGYS00006336,MGYS00006336,318,PRJNA594304,False,SRP235175,University of Michigan Medical School,,Pulmonary infections with nontuberculous mycobacteria (NTM) are increasing in prevalence and can result in significant morbidity and mortality in people with cystic fibrosis (CF). The objective of this study is to identify features of the lower airway microbiota in patients with CF and NTM infection that differ between people with and without NTM disease.,Nontuberculous mycobacteria disease in cystic fibrosis,HARVESTED,2023-09-01T22:26:19,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006336/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006336/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Respiratory system:Pulmonary system:Sputum', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system:Pulmonary%20system:Sputum'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006336/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006336/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006336/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006336/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006336
173,studies,MGYS00006334,MGYS00006334,125,PRJNA586753,False,SRP227748,Instituto Ramon y Cajal de Investigacion Sanitaria,,"16s rRNA gene sequencing on pulmonar, oral, and faecal samples from Spanish lung cancer patients and controls.",Microbiota characterization in Lung Cancer,HARVESTED,2023-09-01T21:19:52,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006334/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006334/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006334/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006334/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006334/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006334/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006334
174,studies,MGYS00006290,MGYS00006290,58,PRJNA591377,False,SRP233398,University of Geneva,,"Under eubiotic conditions commensal microbes are known to provide a natural competitive shield against invading bacterial pathogens in the densely colonized intestinal tract, on the skin or on the vaginal mucosa. A comparable function of commensal bacteria in the respiratory tract was so far not described. Here, we evaluate the role of respiratory microbiota in Pneumococcus colonization of the lung in a mouse model.","Lung microbiota of Mus musculus (C57BL/6J), Raw sequence reads",HARVESTED,2023-09-01T21:15:18,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006290/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006290/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Respiratory system:Pulmonary system:Lung', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system:Pulmonary%20system:Lung'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006290/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006290/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006290/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006290/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006290
175,studies,MGYS00006289,MGYS00006289,26,PRJNA590873,False,SRP230853,N.F.Gamaleya National Research Center for Epidemiology and Microbiology,,Influence of target and antibiotic therapy on microbiota composition in adult cystic fibrosis patients,Lung microbiome in adult cystic fibrosis patients,HARVESTED,2023-09-01T21:03:39,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006289/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006289/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Respiratory system:Pulmonary system:Lung', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system:Pulmonary%20system:Lung'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006289/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006289/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006289/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006289/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006289
176,studies,MGYS00006335,MGYS00006335,50,PRJNA586768,False,SRP228286,Instituto Ramon y Cajal de Investigacion Sanitaria,,ITS1 amplicon sequencing for mycobiome characterization of pulmonar and saliva samples from Spanish lung cancer patients and controls.,Mycobiome characterization in Lung Cancer,HARVESTED,2023-09-01T21:01:35,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006335/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006335/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Digestive system:Oral:Saliva', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral:Saliva'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006335/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006335/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006335/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006335/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006335
177,studies,MGYS00006322,MGYS00006322,466,PRJNA241408,False,SRP040237,Center for Vaccine Research,,"Whether there are resident fungal communities in the respiratory tract is unknown, and wide gaps exist in our understanding of occult fungal infections in chronic lung diseases or in individuals with systemic disease. In this study, we characterized fungal diversity at different levels of the respiratory tract including oral washes (OW), induced sputum (IS) and bronchoalveolar lavages (BAL) from 56 individuals. We also examined relationship of fungal communities to chronic obstructive pulmonary disease and to HIV infection.",Human respiratory tract mycobiome and alterations in HIV infection and lung disease Targeted Locus (Loci),HARVESTED,2023-09-01T20:57:11,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006322/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006322/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Respiratory system:Pulmonary system:Lung', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system:Pulmonary%20system:Lung'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006322/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006322/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006322/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006322/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006322
178,studies,MGYS00006332,MGYS00006332,39,PRJNA296567,False,SRP064237,Helmholtz Center Munich,,detection of differences in microbial community composition harbored in lungs of patients with mild to moderate COPD compared to control individuals,human lung microbial metagenome,HARVESTED,2023-09-01T20:48:36,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006332/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006332/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Respiratory system:Pulmonary system:Lung', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system:Pulmonary%20system:Lung'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006332/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006332/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006332/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006332/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006332
179,studies,MGYS00006333,MGYS00006333,26,PRJNA561567,False,SRP219421,University of Arkansas for Medical Sciences,,"The overall use of antibiotics has increased significantly in recent years. Besides fighting infections, antibiotics also alter the gut microbiota. Commensal bacteria in the gastrointestinal tract are crucial to maintain immune homeostasis, and microbial imbalance or dysbiosis affects disease susceptibility and progression. We hypothesized that antibiotic-induced dysbiosis of the gut microbiota would suppress cytokine profiles in the host, thereby leading to changes in the tumor microenvironment. Indeed, dysbiosis resulted in alterations in bacterial abundance, composition and diversity. On the host side, antibiotic-induced dysbiosis caused elongated small intestines and ceca, and B16-F10 melanoma and Lewis Lung carcinoma progressed more quickly than in orthobiotic control mice. Mechanistic studies revealed that this progression was mediated by suppressed TNF-a levels, both locally and systemically, resulting in reduced expression of tumor endothelial adhesion molecules, particularly intercellular adhesion molecule-1 (ICAM-1) and a subsequent decrease in the number of activated CD8+ T-cells in the tumor. However, suppression of ICAM-1 or its binding site, the alpha subunit of lymphocyte function-associated antigen-1, was not seen in the spleen or thymus during dysbiosis. TNF-a supplementation in dysbiotic mice was able to increase ICAM-1 expression and leukocyte trafficking into the tumor. Overall, these results demonstrate the importance of commensal bacteria in supporting anti-cancer immune surveillance, define an important role of tumor endothelial cells within this process, and suggest adverse consequences of antibiotics on distal cancer development. Significance: Antibiotic-induced dysbiosis enhances distal tumor progression by altering host cytokine levels resulting in suppression of leukocyte trafficking via modulation of tumor endothelial adhesion molecules.",Stromal modulation through gastrointestinal microbial dysbiosis,HARVESTED,2023-09-01T20:48:19,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006333/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006333/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Digestive system:Large intestine:Fecal', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006333/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006333/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006333/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006333/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006333
180,studies,MGYS00006331,MGYS00006331,48,PRJNA288589,False,SRP060025,Marine Biological Laboratory,,Characterization of the bacterial microbiome in cystic fibrosis subjects in various regions of the lung,Human cystic fibrosis lung,HARVESTED,2023-09-01T20:41:42,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006331/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006331/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Respiratory system:Pulmonary system:Lung', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system:Pulmonary%20system:Lung'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006331/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006331/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006331/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006331/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006331
181,studies,MGYS00006330,MGYS00006330,50,PRJNA281788,False,SRP057949,CHCMU,,To characterize bacteria in endochatracheal tube bilfilms related to VAP,Endotracheal tube bilfilm Targeted Locus (Loci),HARVESTED,2023-09-01T20:27:18,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006330/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006330/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Respiratory system:Pulmonary system:Trachea', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system:Pulmonary%20system:Trachea'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006330/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006330/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006330/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006330/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006330
182,studies,MGYS00006328,MGYS00006328,14,PRJNA256169,False,SRP044880,Geisel School of Medicine at Dartmouth,,Characterization and quantification of the bacterial microbiome in cystic fibrosis subjects over the course of antibacterial therapy,Microbiome analysis in sputum of CF subjects,HARVESTED,2023-09-01T20:13:43,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006328/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006328/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Respiratory system:Pulmonary system:Sputum', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system:Pulmonary%20system:Sputum'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006328/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006328/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006328/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006328/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006328
183,studies,MGYS00006327,MGYS00006327,65,PRJNA253931,False,SRP043676,Indiana University Medical Center,,We have compared the lung microbiome in a U.S. and Malawi population. We identified several significant differences between the two populations which we hypothesize are related to different environmental exposures in the two countries.,Comparison of Bacterial Communities in Bronchoalveolar Lavage between a U.S. and Malawi Population.,HARVESTED,2023-09-01T20:06:55,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006327/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006327/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Respiratory system:Pulmonary system:Lung', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system:Pulmonary%20system:Lung'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006327/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006327/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006327/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006327/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006327
184,studies,MGYS00006326,MGYS00006326,78,PRJNA246158,False,SRP041659,University of Michigan,,Comparison of lung microbiota in lung transplant recipients and non-transplant control subjects,Changes in the Lung Microbiome Following Lung Transplantation Include the Emergence of Two Distinct Pseudomonas Species with Distinct Clinical Associations,HARVESTED,2023-09-01T20:06:03,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006326/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006326/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Respiratory system:Pulmonary system:Lung', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system:Pulmonary%20system:Lung'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006326/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006326/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006326/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006326/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006326
